Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Proprietate publica, MACROREGIUNEA TREI, Anul 1999, Numar, 114
Proprietate publica, MACROREGIUNEA TREI, Anul 2000, Numar, 128
Proprietate publica, MACROREGIUNEA TREI, Anul 2001, Numar, 131
Proprietate publica, MACROREGIUNEA TREI, Anul 2002, Numar, 137
Proprietate publica, MACROREGIUNEA TREI, Anul 2003, Numar, 146
Proprietate publica, MACROREGIUNEA TREI, Anul 2004, Numar, 141
Proprietate publica, MACROREGIUNEA TREI, Anul 2005, Numar, 145
Proprietate publica, MACROREGIUNEA TREI, Anul 2006, Numar, 151
Proprietate publica, MACROREGIUNEA TREI, Anul 2007, Numar, 119
Proprietate publica, MACROREGIUNEA TREI, Anul 2008, Numar, 116
Proprietate publica, MACROREGIUNEA TREI, Anul 2009, Numar, 116
Proprietate publica, MACROREGIUNEA TREI, Anul 2010, Numar, 118
Proprietate publica, MACROREGIUNEA TREI, Anul 2011, Numar, 118
Proprietate publica, MACROREGIUNEA TREI, Anul 2012, Numar, 117
Proprietate publica, MACROREGIUNEA TREI, Anul 2013, Numar, 118
Proprietate publica, MACROREGIUNEA TREI, Anul 2014, Numar, 117
Proprietate publica, MACROREGIUNEA TREI, Anul 2015, Numar, 122
Proprietate publica, MACROREGIUNEA TREI, Anul 2016, Numar, 117
Proprietate publica, MACROREGIUNEA TREI, Anul 2017, Numar, 118
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1990, Numar, 5
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1991, Numar, 10
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1992, Numar, 11
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1993, Numar, 11
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1994, Numar, 11
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1995, Numar, 27
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1996, Numar, 16
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1997, Numar, 16
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1998, Numar, 22
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1999, Numar, 27
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2000, Numar, 34
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2001, Numar, 34
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2002, Numar, 39
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2003, Numar, 42
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2004, Numar, 39
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2005, Numar, 46
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2006, Numar, 47
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2007, Numar, 31
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2008, Numar, 29
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2009, Numar, 29
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2010, Numar, 28
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2011, Numar, 28
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2012, Numar, 28
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2013, Numar, 29
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2014, Numar, 29
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2015, Numar, 29
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2016, Numar, 24
Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2017, Numar, 25
Proprietate publica, Arges, Anul 1990, Numar, 2
Proprietate publica, Arges, Anul 1991, Numar, 5
Proprietate publica, Arges, Anul 1992, Numar, 5
Proprietate publica, Arges, Anul 1993, Numar, 5
Proprietate publica, Arges, Anul 1994, Numar, 5
Proprietate publica, Arges, Anul 1995, Numar, 6
Proprietate publica, Arges, Anul 1996, Numar, 5
Proprietate publica, Arges, Anul 1997, Numar, 4
Proprietate publica, Arges, Anul 1998, Numar, 6
Proprietate publica, Arges, Anul 1999, Numar, 8
Proprietate publica, Arges, Anul 2000, Numar, 10
Proprietate publica, Arges, Anul 2001, Numar, 10
Proprietate publica, Arges, Anul 2002, Numar, 13
Proprietate publica, Arges, Anul 2003, Numar, 14
Proprietate publica, Arges, Anul 2004, Numar, 13
Proprietate publica, Arges, Anul 2005, Numar, 15
Proprietate publica, Arges, Anul 2006, Numar, 15
Proprietate publica, Arges, Anul 2007, Numar, 12
Proprietate publica, Arges, Anul 2008, Numar, 12
Proprietate publica, Arges, Anul 2009, Numar, 12
Proprietate publica, Arges, Anul 2010, Numar, 12
Proprietate publica, Arges, Anul 2011, Numar, 12
Proprietate publica, Arges, Anul 2012, Numar, 12
Proprietate publica, Arges, Anul 2013, Numar, 12
Proprietate publica, Arges, Anul 2014, Numar, 12
Proprietate publica, Arges, Anul 2015, Numar, 12
Proprietate publica, Arges, Anul 2016, Numar, 7
Proprietate publica, Arges, Anul 2017, Numar, 7
Proprietate publica, Calarasi, Anul 1998, Numar, 1
Proprietate publica, Calarasi, Anul 1999, Numar, 2
Proprietate publica, Calarasi, Anul 2000, Numar, 3
Proprietate publica, Calarasi, Anul 2001, Numar, 3
Proprietate publica, Calarasi, Anul 2002, Numar, 3
Proprietate publica, Calarasi, Anul 2003, Numar, 3
Proprietate publica, Calarasi, Anul 2004, Numar, 2
Proprietate publica, Calarasi, Anul 2005, Numar, 5
Proprietate publica, Calarasi, Anul 2006, Numar, 4
Proprietate publica, Calarasi, Anul 2007, Numar, 1
Proprietate publica, Calarasi, Anul 2008, Numar, 1
Proprietate publica, Calarasi, Anul 2009, Numar, 1
Proprietate publica, Calarasi, Anul 2010, Numar, 1
Proprietate publica, Calarasi, Anul 2011, Numar, 1
Proprietate publica, Calarasi, Anul 2012, Numar, 1
Proprietate publica, Calarasi, Anul 2013, Numar, 1
Proprietate publica, Calarasi, Anul 2014, Numar, 1
Proprietate publica, Calarasi, Anul 2015, Numar, 1
Proprietate publica, Calarasi, Anul 2016, Numar, 1
Proprietate publica, Calarasi, Anul 2017, Numar, 1
Proprietate publica, Dambovita, Anul 1991, Numar, 1
Proprietate publica, Dambovita, Anul 1992, Numar, 2
Proprietate publica, Dambovita, Anul 1993, Numar, 2
Proprietate publica, Dambovita, Anul 1994, Numar, 2
Proprietate publica, Dambovita, Anul 1995, Numar, 6
Proprietate publica, Dambovita, Anul 1996, Numar, 6
Proprietate publica, Dambovita, Anul 1997, Numar, 7
Proprietate publica, Dambovita, Anul 1998, Numar, 10
Proprietate publica, Dambovita, Anul 1999, Numar, 12
Proprietate publica, Dambovita, Anul 2000, Numar, 12
Proprietate publica, Dambovita, Anul 2001, Numar, 12
Proprietate publica, Dambovita, Anul 2002, Numar, 13
Proprietate publica, Dambovita, Anul 2003, Numar, 13
Proprietate publica, Dambovita, Anul 2004, Numar, 13
Proprietate publica, Dambovita, Anul 2005, Numar, 14
Proprietate publica, Dambovita, Anul 2006, Numar, 14
Proprietate publica, Dambovita, Anul 2007, Numar, 10
Proprietate publica, Dambovita, Anul 2008, Numar, 10
Proprietate publica, Dambovita, Anul 2009, Numar, 10
Proprietate publica, Dambovita, Anul 2010, Numar, 9
Proprietate publica, Dambovita, Anul 2011, Numar, 9
Proprietate publica, Dambovita, Anul 2012, Numar, 9
Proprietate publica, Dambovita, Anul 2013, Numar, 10
Proprietate publica, Dambovita, Anul 2014, Numar, 9
Proprietate publica, Dambovita, Anul 2015, Numar, 9
Proprietate publica, Dambovita, Anul 2016, Numar, 9
Proprietate publica, Dambovita, Anul 2017, Numar, 10
Proprietate publica, Giurgiu, Anul 2000, Numar, 1
Proprietate publica, Giurgiu, Anul 2001, Numar, 1
Proprietate publica, Giurgiu, Anul 2002, Numar, 1
Proprietate publica, Giurgiu, Anul 2003, Numar, 1
Proprietate publica, Giurgiu, Anul 2004, Numar, 1
Proprietate publica, Giurgiu, Anul 2005, Numar, 1
Proprietate publica, Giurgiu, Anul 2006, Numar, 1
Proprietate publica, Ialomita, Anul 2000, Numar, 3
Proprietate publica, Ialomita, Anul 2001, Numar, 3
Proprietate publica, Ialomita, Anul 2002, Numar, 3
Proprietate publica, Ialomita, Anul 2003, Numar, 3
Proprietate publica, Ialomita, Anul 2004, Numar, 2
Proprietate publica, Ialomita, Anul 2005, Numar, 2
Proprietate publica, Ialomita, Anul 2006, Numar, 2
Proprietate publica, Ialomita, Anul 2007, Numar, 1
Proprietate publica, Prahova, Anul 1990, Numar, 3
Proprietate publica, Prahova, Anul 1991, Numar, 4
Proprietate publica, Prahova, Anul 1992, Numar, 4
Proprietate publica, Prahova, Anul 1993, Numar, 4
Proprietate publica, Prahova, Anul 1994, Numar, 4
Proprietate publica, Prahova, Anul 1995, Numar, 15
Proprietate publica, Prahova, Anul 1996, Numar, 5
Proprietate publica, Prahova, Anul 1997, Numar, 5
Proprietate publica, Prahova, Anul 1998, Numar, 5
Proprietate publica, Prahova, Anul 1999, Numar, 5
Proprietate publica, Prahova, Anul 2000, Numar, 5
Proprietate publica, Prahova, Anul 2001, Numar, 5
Proprietate publica, Prahova, Anul 2002, Numar, 5
Proprietate publica, Prahova, Anul 2003, Numar, 5
Proprietate publica, Prahova, Anul 2004, Numar, 5
Proprietate publica, Prahova, Anul 2005, Numar, 7
Proprietate publica, Prahova, Anul 2006, Numar, 7
Proprietate publica, Prahova, Anul 2007, Numar, 5
Proprietate publica, Prahova, Anul 2008, Numar, 5
Proprietate publica, Prahova, Anul 2009, Numar, 5
Proprietate publica, Prahova, Anul 2010, Numar, 5
Proprietate publica, Prahova, Anul 2011, Numar, 5
Proprietate publica, Prahova, Anul 2012, Numar, 5
Proprietate publica, Prahova, Anul 2013, Numar, 5
Proprietate publica, Prahova, Anul 2014, Numar, 5
Proprietate publica, Prahova, Anul 2015, Numar, 5
Proprietate publica, Prahova, Anul 2016, Numar, 5
Proprietate publica, Prahova, Anul 2017, Numar, 5
Proprietate publica, Teleorman, Anul 2002, Numar, 1
Proprietate publica, Teleorman, Anul 2003, Numar, 3
Proprietate publica, Teleorman, Anul 2004, Numar, 3
Proprietate publica, Teleorman, Anul 2005, Numar, 2
Proprietate publica, Teleorman, Anul 2006, Numar, 4
Proprietate publica, Teleorman, Anul 2007, Numar, 2
Proprietate publica, Teleorman, Anul 2008, Numar, 1
Proprietate publica, Teleorman, Anul 2009, Numar, 1
Proprietate publica, Teleorman, Anul 2010, Numar, 1
Proprietate publica, Teleorman, Anul 2011, Numar, 1
Proprietate publica, Teleorman, Anul 2012, Numar, 1
Proprietate publica, Teleorman, Anul 2013, Numar, 1
Proprietate publica, Teleorman, Anul 2014, Numar, 2
Proprietate publica, Teleorman, Anul 2015, Numar, 2
Proprietate publica, Teleorman, Anul 2016, Numar, 2
Proprietate publica, Teleorman, Anul 2017, Numar, 2
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar, 53
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar, 70
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar, 70
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar, 70
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar, 70
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar, 135
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar, 78
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 84
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 83
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 87
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 94
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 97
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 98
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 104
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 102
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 99
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 104
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 88
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 87
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 87
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 90
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 90
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 89
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 89
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 88
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 93
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 93
Proprietate publica, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar, 93
Proprietate publica, Municipiul Bucuresti, Anul 1990, Numar, 53
Proprietate publica, Municipiul Bucuresti, Anul 1991, Numar, 70
Proprietate publica, Municipiul Bucuresti, Anul 1992, Numar, 70
Proprietate publica, Municipiul Bucuresti, Anul 1993, Numar, 70
Proprietate publica, Municipiul Bucuresti, Anul 1994, Numar, 70
Proprietate publica, Municipiul Bucuresti, Anul 1995, Numar, 135
Proprietate publica, Municipiul Bucuresti, Anul 1996, Numar, 78
Proprietate publica, Municipiul Bucuresti, Anul 1997, Numar, 84
Proprietate publica, Municipiul Bucuresti, Anul 1998, Numar, 83
Proprietate publica, Municipiul Bucuresti, Anul 1999, Numar, 87
Proprietate publica, Municipiul Bucuresti, Anul 2000, Numar, 94
Proprietate publica, Municipiul Bucuresti, Anul 2001, Numar, 97
Proprietate publica, Municipiul Bucuresti, Anul 2002, Numar, 98
Proprietate publica, Municipiul Bucuresti, Anul 2003, Numar, 104
Proprietate publica, Municipiul Bucuresti, Anul 2004, Numar, 102
Proprietate publica, Municipiul Bucuresti, Anul 2005, Numar, 99
Proprietate publica, Municipiul Bucuresti, Anul 2006, Numar, 104
Proprietate publica, Municipiul Bucuresti, Anul 2007, Numar, 88
Proprietate publica, Municipiul Bucuresti, Anul 2008, Numar, 87
Proprietate publica, Municipiul Bucuresti, Anul 2009, Numar, 87
Proprietate publica, Municipiul Bucuresti, Anul 2010, Numar, 90
Proprietate publica, Municipiul Bucuresti, Anul 2011, Numar, 90
Proprietate publica, Municipiul Bucuresti, Anul 2012, Numar, 89
Proprietate publica, Municipiul Bucuresti, Anul 2013, Numar, 89
Proprietate publica, Municipiul Bucuresti, Anul 2014, Numar, 88
Proprietate publica, Municipiul Bucuresti, Anul 2015, Numar, 93
Proprietate publica, Municipiul Bucuresti, Anul 2016, Numar, 93
Proprietate publica, Municipiul Bucuresti, Anul 2017, Numar, 93
Proprietate publica, MACROREGIUNEA PATRU, Anul 1990, Numar, 31
Proprietate publica, MACROREGIUNEA PATRU, Anul 1991, Numar, 43
Proprietate publica, MACROREGIUNEA PATRU, Anul 1992, Numar, 46
Proprietate publica, MACROREGIUNEA PATRU, Anul 1993, Numar, 47
Proprietate publica, MACROREGIUNEA PATRU, Anul 1994, Numar, 47
Proprietate publica, MACROREGIUNEA PATRU, Anul 1995, Numar, 80
Proprietate publica, MACROREGIUNEA PATRU, Anul 1996, Numar, 61
Proprietate publica, MACROREGIUNEA PATRU, Anul 1997, Numar, 64
Proprietate publica, MACROREGIUNEA PATRU, Anul 1998, Numar, 67
Proprietate publica, MACROREGIUNEA PATRU, Anul 1999, Numar, 74
Proprietate publica, MACROREGIUNEA PATRU, Anul 2000, Numar, 79
Proprietate publica, MACROREGIUNEA PATRU, Anul 2001, Numar, 82
Proprietate publica, MACROREGIUNEA PATRU, Anul 2002, Numar, 81
Proprietate publica, MACROREGIUNEA PATRU, Anul 2003, Numar, 89
Proprietate publica, MACROREGIUNEA PATRU, Anul 2004, Numar, 91
Proprietate publica, MACROREGIUNEA PATRU, Anul 2005, Numar, 103
Proprietate publica, MACROREGIUNEA PATRU, Anul 2006, Numar, 101
Proprietate publica, MACROREGIUNEA PATRU, Anul 2007, Numar, 81
Proprietate publica, MACROREGIUNEA PATRU, Anul 2008, Numar, 80
Proprietate publica, MACROREGIUNEA PATRU, Anul 2009, Numar, 79
Proprietate publica, MACROREGIUNEA PATRU, Anul 2010, Numar, 79
Proprietate publica, MACROREGIUNEA PATRU, Anul 2011, Numar, 76
Proprietate publica, MACROREGIUNEA PATRU, Anul 2012, Numar, 77
Proprietate publica, MACROREGIUNEA PATRU, Anul 2013, Numar, 72
Proprietate publica, MACROREGIUNEA PATRU, Anul 2014, Numar, 72
Proprietate publica, MACROREGIUNEA PATRU, Anul 2015, Numar, 75
Proprietate publica, MACROREGIUNEA PATRU, Anul 2016, Numar, 75
Proprietate publica, MACROREGIUNEA PATRU, Anul 2017, Numar, 74
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar, 9
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar, 13
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar, 16
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar, 16
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar, 16
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar, 22
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar, 19
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 18
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 22
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 25
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 30
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 30
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 28
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 36
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 39
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 47
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 45
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 34
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 33
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 33
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 33
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 27
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 29
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 27
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 27
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 30
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 30
Proprietate publica, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar, 29
Proprietate publica, Dolj, Anul 1990, Numar, 9
Proprietate publica, Dolj, Anul 1991, Numar, 12
Proprietate publica, Dolj, Anul 1992, Numar, 13
Proprietate publica, Dolj, Anul 1993, Numar, 13
Proprietate publica, Dolj, Anul 1994, Numar, 13
Proprietate publica, Dolj, Anul 1995, Numar, 15
Proprietate publica, Dolj, Anul 1996, Numar, 15
Proprietate publica, Dolj, Anul 1997, Numar, 15
Proprietate publica, Dolj, Anul 1998, Numar, 17
Proprietate publica, Dolj, Anul 1999, Numar, 18
Proprietate publica, Dolj, Anul 2000, Numar, 20
Proprietate publica, Dolj, Anul 2001, Numar, 20
Proprietate publica, Dolj, Anul 2002, Numar, 20
Proprietate publica, Dolj, Anul 2003, Numar, 20
Proprietate publica, Dolj, Anul 2004, Numar, 20
Proprietate publica, Dolj, Anul 2005, Numar, 21
Proprietate publica, Dolj, Anul 2006, Numar, 21
Proprietate publica, Dolj, Anul 2007, Numar, 19
Proprietate publica, Dolj, Anul 2008, Numar, 19
Proprietate publica, Dolj, Anul 2009, Numar, 19
Proprietate publica, Dolj, Anul 2010, Numar, 19
Proprietate publica, Dolj, Anul 2011, Numar, 14
Proprietate publica, Dolj, Anul 2012, Numar, 15
Proprietate publica, Dolj, Anul 2013, Numar, 14
Proprietate publica, Dolj, Anul 2014, Numar, 14
Proprietate publica, Dolj, Anul 2015, Numar, 16
Proprietate publica, Dolj, Anul 2016, Numar, 16
Proprietate publica, Dolj, Anul 2017, Numar, 16
Proprietate publica, Gorj, Anul 1992, Numar, 2
Proprietate publica, Gorj, Anul 1993, Numar, 2
Proprietate publica, Gorj, Anul 1994, Numar, 2
Proprietate publica, Gorj, Anul 1995, Numar, 2
Proprietate publica, Gorj, Anul 1996, Numar, 2
Proprietate publica, Gorj, Anul 1997, Numar, 2
Proprietate publica, Gorj, Anul 1998, Numar, 4
Proprietate publica, Gorj, Anul 1999, Numar, 5
Proprietate publica, Gorj, Anul 2000, Numar, 5
Proprietate publica, Gorj, Anul 2001, Numar, 6
Proprietate publica, Gorj, Anul 2002, Numar, 4
Proprietate publica, Gorj, Anul 2003, Numar, 6
Proprietate publica, Gorj, Anul 2004, Numar, 6
Proprietate publica, Gorj, Anul 2005, Numar, 8
Proprietate publica, Gorj, Anul 2006, Numar, 8
Proprietate publica, Gorj, Anul 2007, Numar, 5
Proprietate publica, Gorj, Anul 2008, Numar, 5
Proprietate publica, Gorj, Anul 2009, Numar, 5
Proprietate publica, Gorj, Anul 2010, Numar, 5
Proprietate publica, Gorj, Anul 2011, Numar, 4
Proprietate publica, Gorj, Anul 2012, Numar, 5
Proprietate publica, Gorj, Anul 2013, Numar, 4
Proprietate publica, Gorj, Anul 2014, Numar, 4
Proprietate publica, Gorj, Anul 2015, Numar, 5
Proprietate publica, Gorj, Anul 2016, Numar, 5
Proprietate publica, Gorj, Anul 2017, Numar, 4
Proprietate publica, Mehedinti, Anul 1995, Numar, 1
Proprietate publica, Mehedinti, Anul 1996, Numar, 1
Proprietate publica, Mehedinti, Anul 1997, Numar, 1
Proprietate publica, Mehedinti, Anul 1998, Numar, 1
Proprietate publica, Mehedinti, Anul 1999, Numar, 2
Proprietate publica, Mehedinti, Anul 2000, Numar, 5
Proprietate publica, Mehedinti, Anul 2001, Numar, 3
Proprietate publica, Mehedinti, Anul 2002, Numar, 3
Proprietate publica, Mehedinti, Anul 2003, Numar, 3
Proprietate publica, Mehedinti, Anul 2004, Numar, 5
Proprietate publica, Mehedinti, Anul 2005, Numar, 7
Proprietate publica, Mehedinti, Anul 2006, Numar, 7
Proprietate publica, Mehedinti, Anul 2007, Numar, 6
Proprietate publica, Mehedinti, Anul 2008, Numar, 5
Proprietate publica, Mehedinti, Anul 2009, Numar, 5
Proprietate publica, Mehedinti, Anul 2010, Numar, 5
Proprietate publica, Mehedinti, Anul 2011, Numar, 5
Proprietate publica, Mehedinti, Anul 2012, Numar, 5
Proprietate publica, Mehedinti, Anul 2013, Numar, 5
Proprietate publica, Mehedinti, Anul 2014, Numar, 5
Proprietate publica, Mehedinti, Anul 2015, Numar, 5
Proprietate publica, Mehedinti, Anul 2016, Numar, 5
Proprietate publica, Mehedinti, Anul 2017, Numar, 5
Proprietate publica, Olt, Anul 1995, Numar, 2
Proprietate publica, Olt, Anul 2001, Numar, 1
Proprietate publica, Olt, Anul 2002, Numar, 1
Proprietate publica, Olt, Anul 2003, Numar, 5
Proprietate publica, Olt, Anul 2004, Numar, 5
Proprietate publica, Olt, Anul 2005, Numar, 5
Proprietate publica, Olt, Anul 2006, Numar, 4
Proprietate publica, Olt, Anul 2007, Numar, 2
Proprietate publica, Olt, Anul 2008, Numar, 2
Proprietate publica, Olt, Anul 2009, Numar, 2
Proprietate publica, Olt, Anul 2010, Numar, 2
Proprietate publica, Olt, Anul 2011, Numar, 2
Proprietate publica, Olt, Anul 2012, Numar, 2
Proprietate publica, Olt, Anul 2013, Numar, 2
Proprietate publica, Olt, Anul 2014, Numar, 2
Proprietate publica, Olt, Anul 2015, Numar, 2
Proprietate publica, Olt, Anul 2016, Numar, 2
Proprietate publica, Olt, Anul 2017, Numar, 2
Proprietate publica, Valcea, Anul 1991, Numar, 1
Proprietate publica, Valcea, Anul 1992, Numar, 1
Proprietate publica, Valcea, Anul 1993, Numar, 1
Proprietate publica, Valcea, Anul 1994, Numar, 1
Proprietate publica, Valcea, Anul 1995, Numar, 2
Proprietate publica, Valcea, Anul 1996, Numar, 1
Proprietate publica, Valcea, Anul 2003, Numar, 2
Proprietate publica, Valcea, Anul 2004, Numar, 3
Proprietate publica, Valcea, Anul 2005, Numar, 6
Proprietate publica, Valcea, Anul 2006, Numar, 5
Proprietate publica, Valcea, Anul 2007, Numar, 2
Proprietate publica, Valcea, Anul 2008, Numar, 2
Proprietate publica, Valcea, Anul 2009, Numar, 2
Proprietate publica, Valcea, Anul 2010, Numar, 2
Proprietate publica, Valcea, Anul 2011, Numar, 2
Proprietate publica, Valcea, Anul 2012, Numar, 2
Proprietate publica, Valcea, Anul 2013, Numar, 2
Proprietate publica, Valcea, Anul 2014, Numar, 2
Proprietate publica, Valcea, Anul 2015, Numar, 2
Proprietate publica, Valcea, Anul 2016, Numar, 2
Proprietate publica, Valcea, Anul 2017, Numar, 2
Proprietate publica, Regiunea VEST, Anul 1990, Numar, 22
Proprietate publica, Regiunea VEST, Anul 1991, Numar, 30
Proprietate publica, Regiunea VEST, Anul 1992, Numar, 30
Proprietate publica, Regiunea VEST, Anul 1993, Numar, 31
Proprietate publica, Regiunea VEST, Anul 1994, Numar, 31
Proprietate publica, Regiunea VEST, Anul 1995, Numar, 58
Proprietate publica, Regiunea VEST, Anul 1996, Numar, 42
Proprietate publica, Regiunea VEST, Anul 1997, Numar, 46
Proprietate publica, Regiunea VEST, Anul 1998, Numar, 45
Proprietate publica, Regiunea VEST, Anul 1999, Numar, 49
Proprietate publica, Regiunea VEST, Anul 2000, Numar, 49
Proprietate publica, Regiunea VEST, Anul 2001, Numar, 52
Proprietate publica, Regiunea VEST, Anul 2002, Numar, 53
Proprietate publica, Regiunea VEST, Anul 2003, Numar, 53
Proprietate publica, Regiunea VEST, Anul 2004, Numar, 52
Proprietate publica, Regiunea VEST, Anul 2005, Numar, 56
Proprietate publica, Regiunea VEST, Anul 2006, Numar, 56
Proprietate publica, Regiunea VEST, Anul 2007, Numar, 47
Proprietate publica, Regiunea VEST, Anul 2008, Numar, 47
Proprietate publica, Regiunea VEST, Anul 2009, Numar, 46
Proprietate publica, Regiunea VEST, Anul 2010, Numar, 46
Proprietate publica, Regiunea VEST, Anul 2011, Numar, 49
Proprietate publica, Regiunea VEST, Anul 2012, Numar, 48
Proprietate publica, Regiunea VEST, Anul 2013, Numar, 45
Proprietate publica, Regiunea VEST, Anul 2014, Numar, 45
Proprietate publica, Regiunea VEST, Anul 2015, Numar, 45
Proprietate publica, Regiunea VEST, Anul 2016, Numar, 45
Proprietate publica, Regiunea VEST, Anul 2017, Numar, 45
Proprietate publica, Arad, Anul 1990, Numar, 1
Proprietate publica, Arad, Anul 1991, Numar, 2
Proprietate publica, Arad, Anul 1992, Numar, 2
Proprietate publica, Arad, Anul 1993, Numar, 2
Proprietate publica, Arad, Anul 1994, Numar, 2
Proprietate publica, Arad, Anul 1995, Numar, 9
Proprietate publica, Arad, Anul 1996, Numar, 2
